1	31.5356
2	30.8003
3	29.7816
4	28.7923
5	27.8648
6	27.6677
7	27.2532
8	26.7021
9	25.9753
10	24.7772
11	24.1648
12	23.8665
13	23.2767
14	22.7484
15	22.2039
16	21.8397
17	21.8167
18	21.7246
19	21.521
20	21.3061
21	20.9094
22	20.4703
23	20.0061
24	19.8564
25	19.7482
26	19.4766
27	19.2894
28	19.158
29	18.9389
30	18.9085
31	18.7657
32	18.67
33	18.4905
34	18.2267
35	17.9596
36	17.7993
37	17.7171
38	17.6852
39	17.4191
40	17.0595
41	16.59
42	16.3967
43	16.2037
44	15.7612
45	15.254
46	15.0846
47	14.8868
48	14.8332
49	14.7834
50	14.6299
51	14.6006
52	14.6179
53	14.2799
54	14.1186
55	14.0622
56	13.9496
57	13.726
58	13.6527
59	13.6133
60	13.6133
61	13.6133
62	13.6056
63	13.5461
64	13.4301
65	13.3178
66	13.1857
67	13.2086
68	13.0991
69	13.0347
70	12.9802
71	12.9268
72	12.9288
73	12.9268
74	12.9268
75	12.9365
76	12.9187
77	12.9019
78	12.8777
79	12.8648
80	12.8331
81	12.8169
82	12.8112
83	12.7981
84	12.7577
85	12.7185
86	12.6892
87	12.681
88	12.6739
89	12.6662
90	12.658
91	12.653
92	12.6437
93	12.6316
94	12.5968
95	12.6287
96	12.4836
97	12.6193
98	12.7673
99	12.5302
100	12.559
101	12.5026
102	12.3497
103	12.4006
104	12.4804
105	12.4807
106	12.4313
107	12.3564
108	12.2097
109	12.2076
110	12.2025
111	12.2398
112	12.2345
113	12.2022
114	12.2022
115	12.2022
116	12.2022
117	12.2022
118	12.2022
119	12.2022
120	12.2022
121	12.2022
122	12.2022
123	12.2022
124	12.2011
125	12.1966
126	12.1795
127	12.151
128	12.1145
129	12.0984
130	12.101
131	12.0937
132	12.0937
133	12.0937
134	12.0937
135	12.0937
136	12.0937
137	12.0937
138	12.0937
139	12.0937
140	12.0937
141	12.0937
142	12.0937
143	12.0937
144	12.0937
145	12.0937
146	12.0937
147	12.0937
148	12.0937
149	12.0937
150	12.0937
151	12.0956
152	12.0937
153	12.0946
154	12.0908
155	12.0732
156	12.0262
157	12.1549
158	11.966
159	11.9469
160	11.9492
161	11.9464
162	11.953
163	11.9351
164	11.9225
165	11.9056
166	11.8685
167	11.7683
168	11.6871
169	11.6392
170	11.6069
171	11.5621
172	11.5384
173	11.4914
174	11.4476
175	11.4585
176	11.4723
177	11.4217
178	11.4052
179	11.361
180	11.3414
181	11.3352
182	11.3343
183	11.3413
184	11.3259
185	11.3546
186	11.3258
187	11.2895
188	11.4107
189	11.4222
190	11.2857
191	11.2555
192	11.2412
193	11.2488
194	11.2703
195	11.2842
196	11.3929
197	11.2589
198	11.3941
199	11.372
200	11.2167
201	11.1689
202	11.2221
203	11.4531
204	11.3594
205	11.2312
206	11.1162
207	11.0713
208	11.065
209	11.0575
210	11.0575
211	11.0575
212	11.0577
213	11.2478
214	11.2232
215	11.4169
216	11.282
217	11.0575
218	11.0575
219	11.0575
220	11.0575
221	11.0575
222	11.0575
223	11.0575
224	11.0575
225	11.0578
226	11.0575
