0 	 0.994718 	 0
1 	 1.00058 	 0.00414459
2 	 0.998646 	 0.00318245
3 	 0.997135 	 0.00272178
4 	 0.997344 	 0.00218539
5 	 0.997691 	 0.00184854
6 	 0.997399 	 0.00160736
7 	 0.998299 	 0.00163944
8 	 0.99837 	 0.00145881
9 	 0.997298 	 0.00166074
10 	 0.997416 	 0.00151392
11 	 0.997434 	 0.00138787
12 	 0.997129 	 0.00131436
13 	 0.996065 	 0.00159375
14 	 0.99658 	 0.00156862
15 	 0.996827 	 0.00148984
16 	 0.99729 	 0.00147229
17 	 0.997715 	 0.00145059
18 	 0.997514 	 0.00138804
19 	 0.997316 	 0.00133277
20 	 0.997089 	 0.00128844
21 	 0.997193 	 0.00123406
22 	 0.996981 	 0.00119839
23 	 0.997496 	 0.00125404
24 	 0.9976 	 0.00120825
25 	 0.997842 	 0.0011857
26 	 0.99811 	 0.00117163
27 	 0.998004 	 0.00113455
28 	 0.998132 	 0.00110264
29 	 0.998397 	 0.00109712
30 	 0.998863 	 0.00115645
31 	 0.999082 	 0.00114094
32 	 0.999184 	 0.0011109
33 	 0.999085 	 0.00108259
34 	 0.999168 	 0.00105483
35 	 0.998927 	 0.0010528
36 	 0.998876 	 0.00102559
37 	 0.99881 	 0.00100073
38 	 0.998924 	 0.000981601
39 	 0.998935 	 0.000957125
40 	 0.999044 	 0.000939914
41 	 0.999235 	 0.000936768
42 	 0.999496 	 0.000950758
43 	 0.999413 	 0.000932796
44 	 0.999487 	 0.000914968
45 	 0.99944 	 0.000896282
46 	 0.999564 	 0.000885796
47 	 0.99942 	 0.000879004
48 	 0.999441 	 0.000861325
49 	 0.999495 	 0.000845786
50 	 0.999454 	 0.000830205
51 	 0.999524 	 0.000817172
52 	 0.999468 	 0.000803646
53 	 0.999581 	 0.000796619
54 	 0.999664 	 0.000786465
55 	 0.999738 	 0.000775887
56 	 0.999821 	 0.000766752
57 	 0.999852 	 0.000754154
58 	 0.999822 	 0.000741985
59 	 0.999781 	 0.000730727
60 	 0.999955 	 0.000739019
61 	 1.00011 	 0.000743038
62 	 1.00023 	 0.000741688
63 	 1.00031 	 0.00073435
64 	 1.00034 	 0.000723568
65 	 1.00019 	 0.000728382
66 	 1.00012 	 0.000720466
67 	 1.00012 	 0.000709897
68 	 1.00005 	 0.00070287
69 	 1.00006 	 0.000692936
70 	 1.00004 	 0.000683416
71 	 1.00011 	 0.00067732
72 	 1.00022 	 0.000676639
73 	 1.00012 	 0.000674696
74 	 1.00019 	 0.000669212
75 	 1.00025 	 0.000662996
76 	 1.00027 	 0.000654785
77 	 1.0003 	 0.000647195
78 	 1.00024 	 0.000641982
79 	 1.00021 	 0.000634861
80 	 1.00022 	 0.000627072
81 	 1.00025 	 0.000620511
82 	 1.00024 	 0.000613143
83 	 1.00022 	 0.000606373
84 	 1.00014 	 0.000603802
85 	 1.00013 	 0.000596856
86 	 1.00015 	 0.000590227
87 	 1.00015 	 0.000583521
88 	 1.0002 	 0.00057894
89 	 1.00032 	 0.000585572
90 	 1.00033 	 0.000579298
91 	 1.00028 	 0.000575089
92 	 1.00029 	 0.000568911
93 	 1.00031 	 0.000563499
94 	 1.0002 	 0.000569326
95 	 1.0003 	 0.000573112
96 	 1.00019 	 0.0005783
97 	 1.00023 	 0.000573893
98 	 1.00025 	 0.000568334
99 	 1.00023 	 0.000562844
